성별,연령대,직업군,직업군상세,거주지 시군구 코드,근무지 시군구 코드,거주지행정동,근무지행정동,추정가구원수,추정월소득,증빙연소득,추정 연소득,2년전 추정 연소득 금액,2년내 이직후 소득 증감액,총자산평가금액(주택),순자산평가금액(주택),자가거주여부,현 거주지의 아파트여부,현 거주지의 매매가(국토부 실거래가) 또는 공시가격,차량보유(국산/수입),추정 LTV,추정DTI,신용평점,총대출건수,신용대출-총대출약정액,신용대출-총대출잔액,주택담보대출-총대출약정액,주택담보대출-총대출잔액,정책자금대출-총대출약정액,정책자금대출-총대출잔액,총 대출 상환금액 (최근 12개월),최근 12개월 신용카드소비금액,최근 12개월 체크카드소비금액,최근 12개월 일시불이용금액,최근 12개월 할부이용금액,최근 12개월 현금서비스이용금액,대출연체건수,카드연체건수,연체일수,대출연체금액,카드연체금액,Thin Filer 여부,"파산, 개인회생 신청 여부",2년내 현거주지평균실거래가,2년내 현거주지평균전세거래가,2년내 직장명이력건수
1,30,910,4,26260,26410,2626001,2641003,1,1737.0,0.0,21185.0,21873.0,0.0,101527.0,41952.0,0,1,106579.0,0,0.0,4.0,374.0,0,2566.0,852.0,0.0,0.0,0.0,0.0,132.0,7112.0,1095.0,3445.0,460.0,1170.0,0,0,0,0.0,0.0,0,0,92297.0,47728.0,0
2,20,910,3,26410,26260,2641002,2626001,2,2971.0,0.0,36605.0,36824.0,-1667.0,243092.0,170515.0,1,1,206312.0,1,11.0,60.6,0.0,2,0.0,0.0,24600.0,22181.0,0.0,0.0,2240.0,7805.0,3183.0,4816.0,1435.0,2032.0,0,0,0,0.0,0.0,1,0,229040.0,153111.0,1
2,30,220,5,26260,26230,2626002,2623003,4,3699.0,40444.0,39926.0,36854.0,0.0,64882.0,60540.0,1,1,81530.0,0,30.0,61.6,0.0,3,0.0,0.0,30986.0,24576.0,0.0,0.0,2284.0,13759.0,3282.0,9159.0,4240.0,1691.0,0,0,0,0.0,0.0,1,0,87156.0,61221.0,0
1,35,910,2,26350,26350,2635002,2635002,4,2852.0,0.0,30981.0,30951.0,0.0,209594.0,114674.0,1,1,253408.0,0,0.0,0.0,738.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10931.0,1572.0,6021.0,3132.0,1253.0,0,0,0,0.0,0.0,0,0,243070.0,148074.0,0
2,35,110,1,26410,26320,2641003,2632001,1,3329.0,30382.0,37264.0,44764.0,0.0,60809.0,37993.0,0,0,43365.0,0,0.0,9.5,551.0,0,9226.0,3523.0,0.0,0.0,0.0,0.0,607.0,16750.0,2990.0,8581.0,5643.0,491.0,0,0,0,0.0,0.0,0,0,44872.0,25909.0,0
2,20,110,4,26410,26230,2641002,2623003,3,3458.0,35181.0,41636.0,34572.0,0.0,97631.0,51788.0,0,0,88999.0,1,0.0,4.3,915.0,1,3239.0,1809.0,0.0,0.0,0.0,0.0,156.0,9480.0,5401.0,5488.0,2600.0,2368.0,3,0,31,10270.0,586.0,0,0,87147.0,55523.0,0
2,35,420,4,26230,26260,2623002,2626002,3,2973.0,0.0,36419.0,37571.0,0.0,136234.0,96303.0,0,0,181394.0,1,0.0,6.1,0.0,0,2557.0,2214.0,0.0,0.0,0.0,0.0,232.0,6442.0,4035.0,4103.0,634.0,2888.0,0,0,0,0.0,0.0,1,0,160080.0,110540.0,0
1,25,110,2,26350,26440,2635002,2644002,3,2271.0,19211.0,26481.0,19866.0,0.0,149722.0,86470.0,1,1,190750.0,0,7.0,53.9,900.0,2,0.0,0.0,21594.0,14263.0,0.0,0.0,1488.0,7114.0,1877.0,2171.0,786.0,616.0,0,0,0,0.0,0.0,0,0,217292.0,155661.0,0
2,18,910,5,26710,26710,2671001,2671002,4,2927.0,0.0,31397.0,29190.0,0.0,46003.0,33364.0,0,1,53549.0,0,0.0,0.0,628.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10742.0,1727.0,5828.0,1651.0,503.0,0,0,0,0.0,0.0,0,0,51190.0,34070.0,0
1,25,910,1,26320,26350,2632002,2635002,1,3585.0,0.0,39820.0,32637.0,2951.0,58676.0,38897.0,1,1,85044.0,0,36.0,88.3,0.0,2,6613.0,3530.0,36430.0,30877.0,1194.0,750.0,3868.0,10696.0,3465.0,6490.0,904.0,2993.0,2,0,32,1225.0,214.0,1,0,93772.0,61975.0,1
2,30,420,2,26410,26410,2641003,2641001,3,3144.0,0.0,38401.0,34145.0,0.0,142468.0,129775.0,1,1,123117.0,1,19.0,64.5,854.0,0,3548.0,1567.0,36890.0,23211.0,0.0,0.0,3705.0,15421.0,1890.0,10335.0,3979.0,1262.0,0,0,0,0.0,0.0,0,0,133412.0,96575.0,0
2,25,220,1,26110,26350,2611001,2635001,2,3286.0,0.0,36787.0,29975.0,0.0,79171.0,-99999999.0,0,1,110843.0,0,0.0,3.4,531.0,1,3163.0,1250.0,0.0,0.0,0.0,0.0,119.0,16080.0,1480.0,7394.0,2533.0,2037.0,0,0,0,0.0,0.0,0,0,119474.0,75648.0,0
1,40,220,1,26410,26170,2641001,2617002,1,2499.0,21680.0,26753.0,23982.0,0.0,42684.0,33098.0,1,1,40730.0,0,66.0,100.2,656.0,1,0.0,0.0,46009.0,26812.0,0.0,0.0,4690.0,11851.0,686.0,7830.0,1290.0,1008.0,0,0,0,0.0,0.0,0,0,35053.0,20690.0,0
2,25,420,4,26260,26440,2626002,2644002,2,2668.0,26464.0,29626.0,27811.0,4034.0,94600.0,63151.0,1,0,91154.0,0,0.0,0.0,720.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4268.0,633.0,2356.0,515.0,1334.0,3,0,42,4072.0,1314.0,0,0,100279.0,54858.0,1
1,40,420,4,26350,26440,2635001,2644002,1,2723.0,0.0,32985.0,27626.0,0.0,91915.0,52091.0,0,0,119372.0,0,0.0,0.0,702.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6110.0,4831.0,2648.0,2030.0,881.0,0,0,0,0.0,0.0,0,0,118583.0,63263.0,0
1,25,420,4,26440,26170,2644002,2617002,3,2767.0,21615.0,31784.0,22656.0,0.0,109771.0,62864.0,1,1,103615.0,0,39.0,133.9,656.0,3,2470.0,2123.0,53651.0,40442.0,0.0,0.0,5101.0,6455.0,2129.0,4476.0,1813.0,1960.0,0,0,0,0.0,0.0,0,0,115250.0,68341.0,0
2,35,110,5,26320,26290,2632002,2629002,3,3559.0,36962.0,38591.0,38999.0,3454.0,135611.0,91835.0,0,1,191199.0,1,0.0,3.9,0.0,4,0.0,0.0,0.0,0.0,1752.0,1515.0,241.0,16402.0,959.0,5305.0,2401.0,1556.0,0,0,0,0.0,0.0,1,0,184962.0,93779.0,1
2,45,910,1,26380,26230,2638002,2623002,3,1274.0,9993.0,14174.0,12333.0,0.0,130534.0,65992.0,0,0,162667.0,0,0.0,0.0,760.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5293.0,1355.0,3429.0,1507.0,547.0,1,0,42,915.0,395.0,0,0,169926.0,112087.0,0
2,30,420,4,26350,26230,2635001,2623002,1,2820.0,0.0,34988.0,33995.0,0.0,62261.0,29439.0,0,0,80105.0,1,0.0,29.5,0.0,1,11601.0,10320.0,0.0,0.0,0.0,0.0,826.0,4985.0,2838.0,2549.0,1625.0,1570.0,2,0,34,4452.0,975.0,1,0,75311.0,54134.0,0
2,20,110,1,26230,26350,2623001,2635002,4,2748.0,0.0,31228.0,28237.0,1049.0,77150.0,46660.0,1,1,78527.0,0,33.0,103.1,776.0,3,10006.0,6522.0,35118.0,25686.0,0.0,0.0,4608.0,7914.0,2957.0,4225.0,2222.0,2342.0,0,0,0,0.0,0.0,0,0,83775.0,55327.0,1
2,35,910,5,26440,26230,2644002,2623001,1,1909.0,0.0,21731.0,20969.0,0.0,172245.0,81259.0,0,0,178258.0,1,0.0,15.3,701.0,3,3949.0,3325.0,0.0,0.0,0.0,0.0,655.0,9241.0,1965.0,5849.0,1543.0,1423.0,0,0,0,0.0,0.0,0,0,204561.0,152448.0,0
1,75,910,4,26380,26260,2638001,2626001,2,3237.0,0.0,34979.0,49522.0,261.0,71260.0,37548.0,0,1,71637.0,0,0.0,0.0,735.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6023.0,1154.0,4040.0,622.0,168.0,0,0,0,0.0,0.0,0,0,67782.0,49555.0,1
2,65,910,4,26440,26410,2644002,2641003,2,2329.0,20892.0,25873.0,25874.0,0.0,77882.0,54071.0,0,0,66548.0,1,0.0,0.0,797.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7600.0,3035.0,5002.0,2177.0,743.0,0,0,0,0.0,0.0,0,0,63201.0,40981.0,0
1,25,910,3,26440,26260,2644002,2626002,3,2568.0,0.0,31148.0,26398.0,0.0,40032.0,33409.0,1,0,40020.0,0,0.0,0.0,610.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10629.0,2147.0,5172.0,708.0,384.0,0,0,0,0.0,0.0,0,0,42963.0,22883.0,0
1,40,910,2,26260,26320,2626001,2632001,2,4002.0,38616.0,48314.0,52790.0,-2894.0,97032.0,50808.0,1,1,127244.0,0,18.0,48.2,794.0,0,0.0,0.0,28803.0,23271.0,0.0,0.0,3447.0,5927.0,7223.0,3466.0,807.0,3525.0,4,0,35,2627.0,1618.0,0,0,126568.0,69490.0,1
1,30,420,4,26440,26440,2644002,2644002,4,3456.0,28217.0,39298.0,33641.0,0.0,121438.0,101451.0,1,1,141964.0,1,15.0,61.8,630.0,1,4868.0,3073.0,26543.0,21228.0,0.0,0.0,4270.0,9869.0,3805.0,5931.0,724.0,774.0,0,0,0,0.0,0.0,0,0,132588.0,78067.0,0
1,25,910,5,26350,26440,2635001,2644002,4,3173.0,35798.0,38988.0,36867.0,-3890.0,30173.0,12327.0,0,0,35953.0,0,0.0,4.6,468.0,2,0.0,0.0,0.0,0.0,2129.0,1778.0,214.0,16427.0,3265.0,7204.0,2036.0,2391.0,0,0,0,0.0,0.0,0,0,41023.0,22262.0,1
1,35,220,1,26350,26320,2635001,2632001,4,3048.0,0.0,34322.0,-1.0,0.0,51940.0,49258.0,0,0,66247.0,0,0.0,0.0,607.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3574.0,2299.0,1506.0,516.0,1688.0,0,0,0,0.0,0.0,0,0,57630.0,34782.0,0
2,30,910,5,26230,26230,2623002,2623002,1,2693.0,0.0,32932.0,28247.0,0.0,42065.0,28786.0,0,0,44388.0,0,0.0,4.5,556.0,2,4734.0,1485.0,0.0,0.0,0.0,0.0,149.0,10594.0,2965.0,6659.0,1688.0,2021.0,0,0,0,0.0,0.0,0,0,49373.0,36963.0,0
2,35,220,4,26440,26320,2644001,2632001,4,4100.0,0.0,43309.0,38254.0,0.0,158421.0,104833.0,1,1,141799.0,2,23.0,74.8,699.0,0,0.0,0.0,35842.0,32404.0,0.0,0.0,6335.0,17581.0,3530.0,9042.0,1631.0,2319.0,0,0,0,0.0,0.0,0,0,122730.0,91945.0,0
1,45,910,1,26440,26440,2644001,2644002,1,3321.0,33061.0,37177.0,34011.0,0.0,31338.0,23748.0,0,0,33516.0,2,0.0,6.8,0.0,1,4664.0,2530.0,0.0,0.0,0.0,0.0,442.0,9312.0,3284.0,3624.0,2179.0,855.0,0,0,0,0.0,0.0,1,0,34972.0,24063.0,0
1,25,110,5,26230,26290,2623003,2629003,4,2313.0,23425.0,28242.0,23886.0,0.0,94164.0,62275.0,1,0,120684.0,1,5.0,19.6,667.0,1,0.0,0.0,8412.0,5537.0,0.0,0.0,635.0,5384.0,4127.0,3511.0,1824.0,1126.0,0,0,0,0.0,0.0,0,0,115400.0,75391.0,0
2,35,420,1,26440,26320,2644002,2632002,4,1890.0,0.0,23252.0,21926.0,687.0,151860.0,94823.0,1,0,164354.0,0,0.0,0.0,782.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8239.0,1691.0,4102.0,697.0,321.0,0,0,0,0.0,0.0,0,0,173187.0,123494.0,1
1,30,110,4,26320,26410,2632001,2641003,1,3168.0,31042.0,38057.0,-1.0,288.0,110491.0,66741.0,0,1,125449.0,0,0.0,0.0,843.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8694.0,2151.0,5641.0,2289.0,705.0,0,0,0,0.0,0.0,0,1,131555.0,97424.0,1
2,20,420,1,26260,26440,2626003,2644002,1,2764.0,22869.0,32725.0,33623.0,0.0,75813.0,71098.0,1,1,80033.0,1,0.0,3.2,0.0,0,1831.0,1044.0,0.0,0.0,0.0,0.0,142.0,7103.0,2464.0,2599.0,740.0,325.0,0,0,0,0.0,0.0,1,0,74950.0,53385.0,0
2,30,420,1,26230,26230,2623003,2623003,3,1871.0,0.0,22697.0,29890.0,1664.0,121526.0,106192.0,0,0,117695.0,0,0.0,23.6,791.0,2,6224.0,5352.0,0.0,0.0,0.0,0.0,443.0,4339.0,608.0,2848.0,1054.0,1591.0,0,0,0,0.0,0.0,0,0,112446.0,74525.0,1
1,60,420,4,26230,26230,2623001,2623002,1,3079.0,0.0,36687.0,32507.0,0.0,183907.0,124381.0,0,1,235714.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16006.0,2910.0,7393.0,1588.0,838.0,0,0,0,0.0,0.0,1,0,253040.0,157317.0,0
2,30,420,4,26230,26350,2623001,2635001,4,2625.0,0.0,28897.0,24816.0,0.0,92543.0,79592.0,1,1,100079.0,1,18.0,60.8,447.0,0,0.0,0.0,22659.0,17555.0,0.0,0.0,2016.0,10428.0,4037.0,4349.0,3299.0,304.0,1,2,24,444.0,2059.0,0,0,85412.0,50712.0,0
2,20,220,4,26440,26260,2644001,2626002,3,3145.0,0.0,35955.0,30698.0,0.0,25762.0,12417.0,1,1,24973.0,0,0.0,0.0,497.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5340.0,1659.0,2390.0,305.0,693.0,0,0,0,0.0,0.0,0,0,24021.0,14641.0,0
2,40,220,2,26440,26440,2644002,2644002,3,3087.0,31203.0,36493.0,33074.0,0.0,196544.0,135850.0,1,0,201129.0,1,10.0,74.4,0.0,0,6833.0,6108.0,33013.0,21047.0,0.0,0.0,3887.0,7449.0,1153.0,4031.0,859.0,768.0,0,0,0,0.0,0.0,1,0,182720.0,98682.0,0
1,65,110,5,26410,26230,2641003,2623002,4,2405.0,0.0,28080.0,23894.0,0.0,-99999999.0,81281.0,0,0,1.0,1,0.0,0.0,753.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11620.0,620.0,4882.0,2864.0,282.0,0,0,0,0.0,0.0,0,0,1.0,1.0,0
2,55,420,1,26440,26260,2644001,2626001,1,3211.0,35226.0,39400.0,49653.0,-1600.0,96776.0,56003.0,1,0,91165.0,1,29.0,68.1,625.0,0,0.0,0.0,31567.0,26843.0,0.0,0.0,4455.0,15381.0,4088.0,8574.0,3880.0,2199.0,0,0,0,0.0,0.0,0,0,83270.0,57561.0,1
2,35,220,5,26350,26230,2635002,2623001,3,2476.0,0.0,28344.0,27956.0,0.0,30085.0,27231.0,0,0,37802.0,1,0.0,5.9,804.0,2,5074.0,1672.0,0.0,0.0,0.0,0.0,192.0,6328.0,3386.0,3174.0,1185.0,1511.0,0,0,0,0.0,0.0,0,0,40013.0,26407.0,0
1,30,110,2,26350,26260,2635001,2626002,4,2519.0,0.0,27346.0,33440.0,0.0,82538.0,70807.0,1,0,88341.0,0,0.0,4.4,888.0,0,2492.0,1202.0,0.0,0.0,0.0,0.0,213.0,9522.0,2933.0,5353.0,1176.0,1289.0,0,0,0,0.0,0.0,0,0,96034.0,55599.0,0
2,35,420,4,26230,26260,2623002,2626003,1,2454.0,28383.0,26820.0,27472.0,0.0,58379.0,52477.0,0,1,69509.0,1,0.0,7.8,535.0,0,0.0,0.0,0.0,0.0,3346.0,2101.0,278.0,3628.0,2771.0,1578.0,858.0,1865.0,0,0,0,0.0,0.0,0,0,65313.0,41046.0,0
2,45,910,5,26230,26320,2623003,2632001,1,3535.0,35162.0,43099.0,33871.0,0.0,47583.0,35657.0,1,1,64824.0,1,27.0,51.8,926.0,0,2102.0,1290.0,27965.0,17532.0,4438.0,3490.0,3168.0,6557.0,5439.0,2647.0,2278.0,186.0,0,0,0,0.0,0.0,0,1,66001.0,39150.0,0
1,50,110,2,26410,26230,2641002,2623002,1,2618.0,0.0,27535.0,23061.0,0.0,90956.0,55203.0,0,0,65027.0,1,0.0,7.0,437.0,2,4766.0,1916.0,0.0,0.0,0.0,0.0,161.0,11435.0,3606.0,6513.0,2766.0,1337.0,1,1,34,3098.0,983.0,0,0,64688.0,36211.0,0
1,45,420,3,26410,26230,2641002,2623003,2,3692.0,0.0,45184.0,40009.0,0.0,71569.0,58418.0,0,0,54409.0,1,0.0,1.8,0.0,1,2047.0,823.0,0.0,0.0,0.0,0.0,68.0,13112.0,2878.0,6710.0,1357.0,2125.0,0,0,0,0.0,0.0,1,0,50100.0,26382.0,0
2,30,910,5,26260,26350,2626001,2635002,1,3959.0,0.0,42010.0,41894.0,0.0,74454.0,34227.0,1,0,88481.0,2,14.0,29.0,646.0,1,0.0,0.0,20177.0,12173.0,0.0,0.0,1283.0,6204.0,4006.0,2215.0,2016.0,2410.0,0,0,0,0.0,0.0,0,0,95050.0,60146.0,0
1,20,110,5,26230,26410,2623003,2641003,1,2320.0,0.0,26177.0,29714.0,-2053.0,153857.0,133732.0,1,1,185002.0,1,23.0,163.4,620.0,0,0.0,0.0,53890.0,42771.0,0.0,0.0,5207.0,7112.0,2763.0,3991.0,1879.0,682.0,0,0,0,0.0,0.0,0,0,173339.0,113931.0,1
2,35,420,2,26260,26230,2626001,2623002,4,901.0,0.0,10902.0,10304.0,0.0,115075.0,47851.0,0,0,150461.0,2,0.0,32.1,649.0,1,5840.0,3496.0,0.0,0.0,0.0,0.0,354.0,2861.0,702.0,1175.0,658.0,371.0,2,2,49,1840.0,1068.0,0,0,154706.0,77415.0,0
1,25,910,3,26350,26350,2635001,2635002,2,3479.0,26864.0,39366.0,32898.0,-5161.0,73328.0,62330.0,0,1,70701.0,0,0.0,2.5,546.0,0,0.0,0.0,0.0,0.0,2025.0,1000.0,140.0,17672.0,4044.0,7878.0,1822.0,1067.0,0,0,0,0.0,0.0,0,0,78360.0,39926.0,2
2,20,910,2,26320,26470,2632001,2647003,2,2578.0,0.0,31309.0,28685.0,0.0,67953.0,53490.0,0,1,102498.0,2,0.0,5.5,845.0,2,4053.0,1722.0,0.0,0.0,0.0,0.0,262.0,3291.0,3310.0,2113.0,458.0,978.0,0,0,0,0.0,0.0,0,0,107312.0,58665.0,0
2,30,110,3,26260,26350,2626003,2635002,2,2237.0,0.0,23937.0,30218.0,4493.0,75138.0,33711.0,0,1,83347.0,2,0.0,9.4,560.0,0,4172.0,2246.0,0.0,0.0,0.0,0.0,396.0,8590.0,479.0,3272.0,1660.0,1226.0,0,0,0,0.0,0.0,0,0,80529.0,55365.0,1
2,35,220,2,26230,26110,2623002,2611001,4,2417.0,20491.0,27851.0,26634.0,0.0,85096.0,40918.0,0,1,88977.0,0,0.0,7.8,577.0,1,5822.0,2159.0,0.0,0.0,0.0,0.0,306.0,10158.0,865.0,4798.0,2323.0,576.0,3,0,38,1159.0,189.0,0,0,89838.0,61398.0,0
2,50,110,1,26200,26410,2620002,2641002,2,2530.0,19389.0,29512.0,39720.0,1124.0,140145.0,90928.0,1,1,110418.0,1,11.0,40.4,471.0,1,0.0,0.0,20641.0,11929.0,0.0,0.0,1480.0,10957.0,3410.0,3663.0,1704.0,2049.0,0,0,0,0.0,0.0,0,0,123222.0,74474.0,1
1,45,910,5,26440,26440,2644002,2644001,2,3643.0,0.0,44742.0,38885.0,-1528.0,52810.0,29834.0,0,0,50857.0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16651.0,1334.0,7995.0,4070.0,3557.0,0,0,0,0.0,0.0,1,0,52904.0,39656.0,2
1,50,910,4,26350,26230,2635002,2623002,4,2904.0,0.0,31036.0,33514.0,0.0,236822.0,207695.0,0,1,242804.0,1,0.0,13.5,559.0,2,0.0,0.0,0.0,0.0,4866.0,4193.0,555.0,10812.0,2669.0,7227.0,1075.0,1058.0,0,0,0,0.0,0.0,0,0,246381.0,154339.0,0
2,40,910,3,26320,26320,2632002,2632001,1,3634.0,31345.0,40618.0,47982.0,3691.0,140205.0,70952.0,0,0,166953.0,0,0.0,6.6,550.0,2,4364.0,2674.0,0.0,0.0,0.0,0.0,304.0,10087.0,1047.0,5280.0,2987.0,3220.0,0,0,0,0.0,0.0,0,0,162404.0,107878.0,1
2,40,910,1,26260,26530,2626001,2653002,2,3121.0,0.0,36886.0,32000.0,0.0,19096.0,12019.0,0,1,19632.0,0,0.0,0.0,627.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4327.0,4709.0,2801.0,439.0,1423.0,0,0,0,0.0,0.0,0,0,21134.0,13395.0,0
1,18,420,1,26440,26350,2644002,2635001,3,2599.0,0.0,32383.0,29072.0,0.0,103903.0,56446.0,0,1,105323.0,0,0.0,3.4,505.0,1,0.0,0.0,0.0,0.0,2616.0,1095.0,112.0,14205.0,2982.0,7342.0,4785.0,51.0,0,0,0,0.0,0.0,0,0,94963.0,69588.0,0
2,35,110,3,26440,26440,2644002,2644001,3,2546.0,0.0,31052.0,29161.0,-882.0,184322.0,86622.0,0,1,155564.0,0,0.0,5.1,0.0,1,0.0,0.0,0.0,0.0,2243.0,1579.0,257.0,5737.0,1444.0,1856.0,1534.0,2242.0,0,0,0,0.0,0.0,1,0,165617.0,88130.0,2
2,20,110,4,26140,26350,2614003,2635001,4,3165.0,34751.0,38591.0,28402.0,-2981.0,124645.0,67665.0,1,1,94523.0,2,41.0,99.9,630.0,0,0.0,0.0,56314.0,38551.0,0.0,0.0,4002.0,7982.0,5100.0,4005.0,2243.0,1039.0,0,0,0,0.0,0.0,0,0,96215.0,49432.0,1
1,20,910,2,26440,26440,2644002,2644002,4,3333.0,24969.0,38444.0,34165.0,0.0,77080.0,67290.0,1,1,71987.0,0,75.0,141.0,699.0,1,0.0,0.0,58826.0,54190.0,0.0,0.0,6708.0,5900.0,1368.0,2319.0,876.0,186.0,0,0,0,0.0,0.0,0,0,63135.0,40250.0,0
1,25,220,4,26260,26410,2626003,2641001,2,3448.0,0.0,40095.0,42962.0,0.0,95163.0,75514.0,0,1,113991.0,0,0.0,0.0,762.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8665.0,5532.0,4099.0,1243.0,591.0,0,0,0,0.0,0.0,0,0,125489.0,83289.0,0
2,45,110,2,26440,26350,2644002,2635002,4,2630.0,0.0,32131.0,29002.0,0.0,109863.0,99188.0,0,1,128299.0,1,0.0,4.6,913.0,0,4055.0,1470.0,0.0,0.0,0.0,0.0,184.0,6900.0,4703.0,2725.0,2031.0,1861.0,0,0,0,0.0,0.0,0,0,131235.0,93113.0,0
2,40,910,1,26440,26320,2644002,2632002,1,2914.0,0.0,35665.0,36132.0,3507.0,156647.0,97576.0,0,1,128178.0,0,0.0,55.1,0.0,2,26569.0,19645.0,0.0,0.0,0.0,0.0,3099.0,8056.0,3763.0,2781.0,2419.0,665.0,0,0,0,0.0,0.0,1,0,132490.0,82473.0,1
1,60,420,3,26320,26410,2632001,2641003,1,3180.0,30979.0,38492.0,31550.0,0.0,42232.0,22477.0,0,0,65623.0,0,0.0,0.0,618.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9286.0,4965.0,3572.0,2095.0,2258.0,0,0,0,0.0,0.0,0,0,67159.0,36403.0,0
2,65,420,1,26260,26320,2626001,2632001,4,2550.0,0.0,30950.0,28867.0,0.0,68665.0,28460.0,0,1,81659.0,0,0.0,4.3,511.0,0,0.0,0.0,0.0,0.0,2019.0,1344.0,108.0,10330.0,3933.0,4757.0,1709.0,2059.0,0,0,0,0.0,0.0,0,0,91805.0,54208.0,0
2,55,910,1,26350,26320,2635001,2632002,1,2062.0,23285.0,25279.0,23256.0,0.0,263853.0,177398.0,0,1,350877.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11118.0,1996.0,6995.0,2421.0,1840.0,0,0,0,0.0,0.0,1,0,355778.0,247365.0,0
1,25,910,1,26350,26410,2635002,2641002,2,2276.0,0.0,0.0,25036.0,0.0,100687.0,42475.0,0,1,118401.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,0,127822.0,73097.0,0
1,50,420,2,26410,26410,2641001,2641002,3,2643.0,19315.0,29298.0,28193.0,0.0,246901.0,99341.0,1,1,202214.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13124.0,903.0,4130.0,3761.0,423.0,0,0,0,0.0,0.0,1,0,204469.0,146133.0,0
2,45,420,3,26440,26410,2644001,2641001,2,3230.0,0.0,40221.0,39372.0,0.0,592056.0,433734.0,0,0,650043.0,0,0.0,4.5,658.0,2,3481.0,1811.0,0.0,0.0,0.0,0.0,174.0,4798.0,1347.0,2930.0,889.0,1797.0,0,0,0,0.0,0.0,0,0,708560.0,375520.0,0
1,50,420,5,26410,26440,2641003,2644002,4,3618.0,0.0,41931.0,47846.0,-7844.0,73481.0,-99999999.0,0,1,62138.0,0,0.0,9.1,678.0,5,9761.0,3826.0,0.0,0.0,0.0,0.0,617.0,9707.0,3635.0,3031.0,2798.0,2963.0,0,0,0,0.0,0.0,0,0,67466.0,40890.0,1
1,25,110,2,26320,26350,2632001,2635002,2,1919.0,0.0,20827.0,20894.0,3673.0,48129.0,34069.0,0,0,73046.0,1,0.0,14.7,407.0,2,4884.0,3062.0,0.0,0.0,0.0,0.0,340.0,2303.0,513.0,761.0,559.0,405.0,1,1,37,723.0,498.0,0,0,83821.0,56828.0,1
1,20,110,1,26260,26260,2626003,2626001,3,2412.0,25105.0,27753.0,25337.0,0.0,84177.0,60223.0,0,0,107165.0,0,0.0,13.2,0.0,0,8789.0,3662.0,0.0,0.0,0.0,0.0,514.0,8577.0,2287.0,5186.0,2600.0,2218.0,0,0,0,0.0,0.0,1,0,110246.0,64949.0,0
2,55,910,1,26410,26410,2641002,2641001,1,2567.0,0.0,30269.0,29406.0,1800.0,190879.0,-99999999.0,0,1,160222.0,0,0.0,0.0,745.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13400.0,1734.0,6128.0,3894.0,1783.0,0,0,0,0.0,0.0,0,0,153504.0,102207.0,1
1,25,420,2,26410,26320,2641001,2632001,1,3317.0,30604.0,40323.0,49283.0,0.0,207594.0,126782.0,0,0,176967.0,0,0.0,0.0,644.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7028.0,5377.0,3012.0,1220.0,3012.0,0,0,0,0.0,0.0,0,0,198493.0,148062.0,0
2,30,420,2,26260,26230,2626001,2623002,1,2457.0,0.0,29790.0,30121.0,0.0,385843.0,303981.0,0,0,422951.0,2,0.0,17.2,796.0,2,6600.0,5135.0,0.0,0.0,0.0,0.0,698.0,10461.0,946.0,4709.0,2936.0,741.0,4,0,40,2728.0,88.0,0,0,442259.0,-99999999.0,0
2,30,420,2,26140,26260,2614003,2626002,3,2521.0,22831.0,26719.0,27838.0,0.0,96560.0,58060.0,0,0,92028.0,1,0.0,0.0,800.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9808.0,2897.0,4999.0,2270.0,433.0,0,0,0,0.0,0.0,0,0,95161.0,48357.0,0
